date,day_of_week,day_name,is_weekend,is_monday,is_friday,month,season,is_us_holiday,holiday_name,is_summer_break,is_winter_break,is_spring_break,is_major_event_window,temp_max_c,temp_min_c,apparent_temp_max_c,apparent_temp_min_c,precipitation_mm,rain_mm,snowfall_cm,wind_max_kmh,weathercode,weather_label,is_rainy_day,is_snowy_day,is_extreme_heat,is_extreme_cold
2025-09-08,0,Monday,0,1,0,9,fall,0,,0,0,0,0,21.6,13.2,21.7,12.2,0,0.0,0,8.1,3,overcast,0,0,0,0
2025-09-09,1,Tuesday,0,0,0,9,fall,0,,0,0,0,0,22.3,13.2,22.9,13.2,0,0.0,0,12.1,3,overcast,0,0,0,0
2025-09-10,2,Wednesday,0,0,0,9,fall,0,,0,0,0,0,21.0,15.4,21.5,14.7,5.3,5.3,0,13.4,61,light_rain,1,0,0,0
2025-09-11,3,Thursday,0,0,0,9,fall,0,,0,0,0,0,26.8,15.4,25.8,15.0,0,0.0,0,13.3,3,overcast,0,0,0,0
2025-09-12,4,Friday,0,0,1,9,fall,0,,0,0,0,0,27.1,16.3,27.4,16.1,0,0.0,0,9.9,3,overcast,0,0,0,0
2025-09-13,5,Saturday,1,0,0,9,fall,0,,0,0,0,0,25.6,16.2,26.8,18.2,0.3,0.3,0,12.0,51,light_drizzle,0,0,0,0
2025-09-14,6,Sunday,1,0,0,9,fall,0,,0,0,0,0,28.8,17.0,29.3,18.8,0.3,0.3,0,7.8,51,light_drizzle,0,0,0,0
2025-09-15,0,Monday,0,1,0,9,fall,0,,0,0,0,0,28.5,17.9,28.2,19.8,0,0.0,0,11.3,3,overcast,0,0,0,0
2025-09-16,1,Tuesday,0,0,0,9,fall,0,,0,0,0,0,24.2,17.8,22.8,17.2,0,0.0,0,16.2,3,overcast,0,0,0,0
2025-09-17,2,Wednesday,0,0,0,9,fall,0,,0,0,0,0,20.9,17.5,21.5,16.9,12.4,12.4,0,14.9,65,heavy_rain,1,0,0,0
2025-09-18,3,Thursday,0,0,0,9,fall,0,,0,0,0,0,27.2,18.0,28.9,19.8,0.3,0.3,0,6.6,51,light_drizzle,0,0,0,0
2025-09-19,4,Friday,0,0,1,9,fall,0,,0,0,0,0,28.3,18.2,29.4,18.8,0,0.0,0,11.3,1,mainly_clear,0,0,0,0
2025-09-20,5,Saturday,1,0,0,9,fall,0,,0,0,0,0,24.0,15.1,23.3,12.7,0,0.0,0,12.5,3,overcast,0,0,0,0
2025-09-21,6,Sunday,1,0,0,9,fall,0,,0,0,0,0,22.4,13.7,22.0,13.4,0,0.0,0,9.6,3,overcast,0,0,0,0
2025-09-22,0,Monday,0,1,0,9,fall,0,,0,0,0,0,22.9,12.2,22.8,12.2,0,0.0,0,11.2,3,overcast,0,0,0,0
2025-09-23,1,Tuesday,0,0,0,9,fall,0,,0,0,0,0,29.4,17.0,30.2,18.3,4.6,4.6,0,14.3,63,rain,1,0,0,0
2025-09-24,2,Wednesday,0,0,0,9,fall,0,,0,0,0,0,26.7,18.6,29.5,21.5,3.8,3.8,0,13.3,61,light_rain,1,0,0,0
2025-09-25,3,Thursday,0,0,0,9,fall,0,,0,0,0,0,24.1,20.0,27.6,21.4,28.6,28.6,0,14.6,65,heavy_rain,1,0,0,0
2025-09-26,4,Friday,0,0,1,9,fall,0,,0,0,0,0,26.6,18.9,28.9,21.2,0,0.0,0,8.3,3,overcast,0,0,0,0
2025-09-27,5,Saturday,1,0,0,9,fall,0,,0,0,0,0,24.4,16.8,26.2,18.0,0.1,0.1,0,6.1,51,light_drizzle,0,0,0,0
2025-09-28,6,Sunday,1,0,0,9,fall,0,,0,0,0,0,27.5,17.7,29.7,20.1,1.5,1.5,0,6.0,53,drizzle,1,0,0,0
2025-09-29,0,Monday,0,1,0,9,fall,0,,0,0,0,0,23.9,17.3,24.9,17.1,0,0.0,0,9.3,3,overcast,0,0,0,0
2025-09-30,1,Tuesday,0,0,0,9,fall,0,,0,0,0,0,25.5,17.1,25.1,17.5,0,0.0,0,10.8,3,overcast,0,0,0,0
2025-10-01,2,Wednesday,0,0,0,10,fall,0,,0,0,0,0,20.2,12.5,18.4,9.6,0,0.0,0,13.5,3,overcast,0,0,0,0
2025-10-02,3,Thursday,0,0,0,10,fall,0,,0,0,0,0,18.8,9.6,17.0,8.1,0,0.0,0,8.0,3,overcast,0,0,0,0
2025-10-03,4,Friday,0,0,1,10,fall,0,,0,0,0,0,21.8,9.0,20.4,8.1,0,0.0,0,11.0,3,overcast,0,0,0,0
2025-10-04,5,Saturday,1,0,0,10,fall,0,,0,0,0,0,27.8,11.7,27.4,11.1,0,0.0,0,8.6,3,overcast,0,0,0,0
2025-10-05,6,Sunday,1,0,0,10,fall,0,,0,0,0,0,29.6,14.5,29.6,15.3,0,0.0,0,9.3,2,partly_cloudy,0,0,0,0
2025-10-06,0,Monday,0,1,0,10,fall,0,,0,0,0,0,26.5,14.9,27.0,14.8,0,0.0,0,12.1,3,overcast,0,0,0,0
2025-10-07,1,Tuesday,0,0,0,10,fall,0,,0,0,0,0,26.9,17.1,26.4,17.9,0.1,0.1,0,17.7,51,light_drizzle,0,0,0,0
2025-10-08,2,Wednesday,0,0,0,10,fall,0,,0,0,0,0,21.9,14.4,22.2,11.6,6.5,6.5,0,17.2,61,light_rain,1,0,0,0
2025-10-09,3,Thursday,0,0,0,10,fall,0,,0,0,0,0,15.0,8.1,11.3,5.9,0,0.0,0,14.5,0,clear,0,0,0,0
2025-10-10,4,Friday,0,0,1,10,fall,0,,0,0,0,0,16.1,5.0,13.4,2.7,0,0.0,0,11.0,3,overcast,0,0,0,0
2025-10-11,5,Saturday,1,0,0,10,fall,0,,0,0,0,0,19.0,10.2,18.4,9.0,1.9,1.9,0,12.5,53,drizzle,1,0,0,0
2025-10-12,6,Sunday,1,0,0,10,fall,0,,0,0,0,0,16.6,13.2,15.4,10.6,14.8,14.8,0,25.1,63,rain,1,0,0,0
2025-10-13,0,Monday,0,1,0,10,fall,1,Columbus Day,0,0,0,1,15.6,12.6,13.5,9.3,40.7,40.7,0,29.5,65,heavy_rain,1,0,0,0
2025-10-14,1,Tuesday,0,0,0,10,fall,0,,0,0,0,0,16.5,12.4,14.9,9.9,0.1,0.1,0,18.6,51,light_drizzle,0,0,0,0
2025-10-15,2,Wednesday,0,0,0,10,fall,0,,0,0,0,0,19.8,11.4,18.9,8.7,0,0.0,0,14.1,3,overcast,0,0,0,0
2025-10-16,3,Thursday,0,0,0,10,fall,0,,0,0,0,0,15.1,7.2,10.6,4.0,0,0.0,0,16.9,2,partly_cloudy,0,0,0,0
2025-10-17,4,Friday,0,0,1,10,fall,0,,0,0,0,0,16.9,7.2,14.0,3.0,0,0.0,0,13.9,3,overcast,0,0,0,0
2025-10-18,5,Saturday,1,0,0,10,fall,0,,0,0,0,0,17.6,6.2,15.7,4.3,0,0.0,0,6.5,3,overcast,0,0,0,0
2025-10-19,6,Sunday,1,0,0,10,fall,0,,0,0,0,0,20.8,10.2,19.8,9.0,0,0.0,0,21.2,3,overcast,0,0,0,0
2025-10-20,0,Monday,0,1,0,10,fall,0,,0,0,0,0,20.6,12.4,19.3,9.7,7.5,7.5,0,24.2,63,rain,1,0,0,0
2025-10-21,1,Tuesday,0,0,0,10,fall,0,,0,0,0,0,19.4,8.1,16.4,5.6,0,0.0,0,13.6,3,overcast,0,0,0,0
2025-10-22,2,Wednesday,0,0,0,10,fall,0,,0,0,0,0,16.6,11.4,13.9,9.0,10.9,10.9,0,19.7,63,rain,1,0,0,0
2025-10-23,3,Thursday,0,0,0,10,fall,0,,0,0,0,0,15.2,8.6,11.8,6.0,0,0.0,0,16.8,2,partly_cloudy,0,0,0,0
2025-10-24,4,Friday,0,0,1,10,fall,0,,0,0,0,0,14.9,5.9,11.9,3.5,0,0.0,0,12.9,3,overcast,0,0,0,0
2025-10-25,5,Saturday,1,0,0,10,fall,0,,0,0,0,0,14.4,5.8,11.8,3.4,0,0.0,0,9.1,3,overcast,0,0,0,0
2025-10-26,6,Sunday,1,0,0,10,fall,0,,0,0,0,0,14.6,6.7,11.9,4.6,0,0.0,0,7.8,3,overcast,0,0,0,0
2025-10-27,0,Monday,0,1,0,10,fall,0,,0,0,0,0,13.3,3.2,9.9,0.4,0,0.0,0,9.5,0,clear,0,0,0,0
2025-10-28,1,Tuesday,0,0,0,10,fall,0,,0,0,0,0,12.5,4.6,9.2,1.3,0,0.0,0,20.7,3,overcast,0,0,0,0
2025-10-29,2,Wednesday,0,0,0,10,fall,0,,0,0,0,0,13.4,7.5,10.4,4.4,0,0.0,0,16.9,3,overcast,0,0,0,0
2025-10-30,3,Thursday,0,0,0,10,fall,0,,0,0,0,0,17.0,11.1,16.8,8.8,31.1,31.1,0,28.1,63,rain,1,0,0,0
2025-10-31,4,Friday,0,0,1,10,fall,0,,0,0,0,0,15.2,10.1,14.9,5.8,0.4,0.4,0,28.6,51,light_drizzle,0,0,0,0
2025-11-01,5,Saturday,1,0,0,11,fall,0,,0,0,0,0,14.8,7.6,9.9,3.7,0,0.0,0,21.9,3,overcast,0,0,0,0
2025-11-02,6,Sunday,1,0,0,11,fall,0,,0,0,0,0,14.3,4.1,11.9,1.6,0,0.0,0,8.6,3,overcast,0,0,0,0
2025-11-03,0,Monday,0,1,0,11,fall,0,,0,0,0,0,14.1,6.6,13.0,4.6,0.3,0.3,0,15.6,51,light_drizzle,0,0,0,0
2025-11-04,1,Tuesday,0,0,0,11,fall,1,Election Day,0,0,0,1,14.9,8.1,10.3,3.9,0,0.0,0,22.9,1,mainly_clear,0,0,0,0
2025-11-05,2,Wednesday,0,0,0,11,fall,0,,0,0,0,0,17.5,4.1,14.9,1.2,0.3,0.3,0,19.3,51,light_drizzle,0,0,0,0
2025-11-06,3,Thursday,0,0,0,11,fall,0,,0,0,0,0,13.5,4.9,10.7,2.2,0.4,0.4,0,22.5,51,light_drizzle,0,0,0,0
2025-11-07,4,Friday,0,0,1,11,fall,0,,0,0,0,0,15.0,1.8,10.5,-0.6,0,0.0,0,20.5,3,overcast,0,0,0,0
2025-11-08,5,Saturday,1,0,0,11,fall,0,,0,0,0,0,18.5,11.6,16.4,10.1,3.7,3.7,0,14.1,53,drizzle,1,0,0,0
2025-11-09,6,Sunday,1,0,0,11,fall,0,,0,0,0,0,16.5,9.9,15.4,8.8,1.0,1.0,0,15.8,51,light_drizzle,1,0,0,0
2025-11-10,0,Monday,0,1,0,11,fall,0,,0,0,0,0,14.1,2.2,14.9,-2.6,5.1,5.1,0,16.9,55,dense_drizzle,1,0,0,0
2025-11-11,1,Tuesday,0,0,0,11,fall,1,Veterans Day,0,0,0,1,4.2,0.5,-1.1,-4.1,0.7,0.0,0.49,28.5,71,light_snow,0,0,0,0
2025-11-12,2,Wednesday,0,0,0,11,fall,0,,0,0,0,0,9.4,2.4,5.0,-2.2,0,0.0,0,14.5,3,overcast,0,0,0,0
2025-11-13,3,Thursday,0,0,0,11,fall,0,,0,0,0,0,10.4,5.4,5.3,2.0,1.1,1.0,0.07,19.5,71,light_snow,1,0,0,0
2025-11-14,4,Friday,0,0,1,11,fall,0,,0,0,0,0,10.1,2.5,6.0,-0.7,0,0.0,0,17.7,3,overcast,0,0,0,0
2025-11-15,5,Saturday,1,0,0,11,fall,0,,0,0,0,0,9.1,1.2,6.3,-1.4,8.9,8.9,0,13.4,63,rain,1,0,0,0
2025-11-16,6,Sunday,1,0,0,11,fall,0,,0,0,0,0,13.1,4.6,9.4,-0.8,4.6,4.6,0,26.0,63,rain,1,0,0,0
2025-11-17,0,Monday,0,1,0,11,fall,0,,0,0,0,0,6.2,1.4,0.4,-3.5,0,0.0,0,25.2,3,overcast,0,0,0,0
2025-11-18,1,Tuesday,0,0,0,11,fall,0,,0,0,0,0,8.1,0.9,4.2,-3.2,0,0.0,0,14.2,3,overcast,0,0,0,0
2025-11-19,2,Wednesday,0,0,0,11,fall,0,,0,0,0,0,8.4,2.4,5.6,-0.5,4.7,4.0,0.49,9.5,73,snow,1,0,0,0
2025-11-20,3,Thursday,0,0,0,11,fall,0,,0,0,0,0,7.9,-0.2,5.4,-3.3,0,0.0,0,5.9,3,overcast,0,0,0,0
2025-11-21,4,Friday,0,0,1,11,fall,0,,0,0,0,0,11.0,2.8,8.7,0.6,0,0.0,0,14.2,3,overcast,0,0,0,0
2025-11-22,5,Saturday,1,0,0,11,fall,0,,0,0,0,0,10.8,4.3,7.9,1.0,4.8,4.8,0,12.3,61,light_rain,1,0,0,0
2025-11-23,6,Sunday,1,0,0,11,fall,0,,0,0,0,0,7.7,-0.9,4.4,-3.5,0,0.0,0,10.9,3,overcast,0,0,0,0
2025-11-24,0,Monday,0,1,0,11,fall,0,,0,0,0,0,11.4,4.3,7.7,0.4,0,0.0,0,13.4,3,overcast,0,0,0,0
2025-11-25,1,Tuesday,0,0,0,11,fall,0,,0,0,0,0,13.1,2.8,10.9,-0.2,9.9,9.9,0,18.9,63,rain,1,0,0,0
2025-11-26,2,Wednesday,0,0,0,11,fall,0,,0,0,0,0,15.6,11.4,14.8,9.4,6.1,6.1,0,17.8,63,rain,1,0,0,0
2025-11-27,3,Thursday,0,0,0,11,fall,1,Thanksgiving Day,0,0,0,1,10.6,2.5,7.2,-2.1,0,0.0,0,18.1,3,overcast,0,0,0,0
2025-11-28,4,Friday,0,0,1,11,fall,0,,0,0,0,0,5.7,-0.1,-0.5,-4.8,0,0.0,0,23.8,2,partly_cloudy,0,0,0,0
2025-11-29,5,Saturday,1,0,0,11,fall,0,,0,0,0,0,5.9,-0.2,1.1,-4.8,0,0.0,0,14.8,3,overcast,0,0,0,0
2025-11-30,6,Sunday,1,0,0,11,fall,0,,0,0,0,0,5.5,-0.5,2.2,-3.3,3.4,3.4,0,12.2,53,drizzle,1,0,0,0
